green_channel,red_channel,ir_channel,Anomaly_ch0
18187,54154,35512,0
18150,54122,35454,0
18109,54089,35397,0
18064,54055,35342,0
18016,54021,35282,0
17967,53987,35217,0
17919,53954,35154,0
17871,53923,35096,0
17824,53893,35039,0
17782,53867,34985,0
17744,53845,34935,0
17707,53823,34886,0
17668,53796,34834,0
17627,53764,34778,0
17587,53730,34724,0
17545,53698,34675,0
17504,53670,34630,0
17472,53646,34596,0
17453,53632,34578,0
17447,53631,34581,0
17456,53643,34605,0
17485,53670,34654,0
17529,53708,34730,0
17582,53757,34827,0
17647,53817,34945,0
17728,53890,35087,0
17821,53975,35252,0
17919,54066,35431,0
18024,54165,35617,0
18138,54271,35810,0
18258,54381,36008,0
18377,54486,36202,0
18489,54581,36385,0
18590,54664,36554,0
18678,54734,36707,0
18751,54794,36843,0
18809,54845,36964,0
18855,54889,37071,0
18898,54928,37168,0
18938,54961,37252,0
18977,54987,37321,0
19013,55011,37377,0
19046,55032,37423,0
19072,55047,37457,0
19094,55059,37482,0
19109,55069,37503,0
19114,55078,37521,0
19115,55086,37537,0
19118,55097,37555,0
19129,55109,37583,0
19143,55121,37622,0
19156,55134,37659,0
19169,55154,37692,0
19185,55178,37729,0
19201,55203,37772,0
19215,55225,37815,0
19228,55244,37855,0
19242,55262,37898,0
19256,55281,37943,0
19270,55298,37987,0
19283,55314,38030,0
19293,55330,38071,0
19300,55343,38107,0
19301,55348,38127,0
19298,55345,38134,0
19288,55338,38135,0
19271,55326,38128,0
19252,55313,38113,0
19232,55300,38094,0
19210,55287,38074,0
19187,55275,38052,0
19166,55265,38027,0
19150,55256,38005,0
19138,55247,37989,0
19123,55235,37972,0
19104,55222,37952,0
19084,55210,37932,0
19064,55200,37919,0
19046,55192,37912,0
19031,55185,37911,0
19020,55183,37914,0
19009,55185,37924,0
19000,55187,37934,0
18995,55192,37940,0
18992,55199,37943,0
18988,55203,37944,0
18976,55200,37937,0
18957,55190,37922,0
18932,55177,37904,0
18901,55158,37884,0
18866,55135,37859,0
18834,55111,37828,0
18805,55088,37794,0
18779,55066,37759,0
18753,55045,37723,0
18725,55024,37684,0
18695,55003,37646,0
18661,54981,37607,0
18622,54957,37567,0
18578,54930,37523,0
18536,54905,37479,0
18493,54883,37436,0
18451,54862,37391,0
18415,54842,37345,0
18382,54825,37305,0
18353,54808,37269,0
18327,54792,37237,0
18305,54779,37205,0
18283,54767,37172,0
18259,54752,37138,0
18232,54733,37097,0
18203,54713,37053,0
18170,54694,37009,0
18133,54670,36965,0
18096,54645,36921,0
18063,54623,36880,0
18033,54604,36845,0
18003,54586,36810,0
17974,54568,36771,0
17944,54552,36730,0
17913,54536,36688,0
17881,54518,36643,0
17846,54496,36597,0
17808,54472,36552,0
17772,54449,36512,0
17737,54427,36476,0
17706,54409,36440,0
17678,54391,36403,0
17648,54372,36364,0
17616,54353,36322,0
17584,54334,36280,0
17550,54314,36238,0
17512,54292,36195,0
17471,54268,36152,0
17428,54240,36107,0
17386,54214,36068,0
17347,54193,36037,0
17310,54175,36006,0
17278,54154,35970,0
17250,54135,35934,0
17223,54119,35898,0
17193,54100,35858,0
17158,54078,35812,0
17121,54053,35766,0
17081,54026,35722,0
17036,53999,35679,0
16989,53974,35637,0
16939,53952,35593,0
16889,53929,35548,0
16845,53907,35501,0
16806,53890,35456,0
16771,53875,35414,0
16738,53857,35371,0
16707,53839,35324,0
16674,53825,35278,0
16638,53813,35235,0
16597,53800,35190,0
16554,53782,35143,0
16514,53762,35100,0
16479,53746,35067,0
16451,53736,35041,0
16431,53731,35014,0
16414,53730,34986,0
16397,53728,34957,0
16375,53719,34921,0
16351,53702,34879,0
16326,53682,34833,0
16297,53656,34785,0
16264,53629,34732,0
16231,53603,34676,0
16199,53579,34623,0
16169,53554,34576,0
16142,53531,34536,0
16125,53513,34510,0
16118,53505,34502,0
16120,53505,34512,0
16131,53511,34539,0
16155,53525,34584,0
16194,53552,34651,0
16240,53589,34734,0
16296,53638,34834,0
16364,53701,34950,0
16447,53774,35087,0
16540,53852,35241,0
16645,53936,35408,0
16762,54025,35586,0
16885,54114,35768,0
17003,54201,35946,0
17113,54282,36112,0
17215,54359,36267,0
17310,54431,36410,0
17396,54496,36539,0
17471,54554,36652,0
17537,54604,36749,0
17592,54646,36833,0
17635,54677,36902,0
17669,54701,36956,0
17696,54721,37001,0
17718,54740,37044,0
17738,54757,37083,0
17756,54771,37115,0
17774,54784,37141,0
17790,54794,37160,0
17799,54797,37169,0
17804,54797,37171,0
17806,54796,37176,0
17808,54794,37183,0
17811,54792,37193,0
17817,54793,37207,0
17827,54799,37229,0
17840,54809,37258,0
17858,54821,37289,0
17881,54839,37323,0
17907,54859,37359,0
17929,54880,37393,0
17949,54901,37422,0
17970,54919,37444,0
17989,54934,37463,0
18001,54945,37478,0
18004,54947,37487,0
18000,54944,37491,0
17991,54938,37490,0
17977,54929,37483,0
17961,54920,37469,0
17946,54912,37453,0
17934,54908,37440,0
17925,54905,37434,0
17920,54903,37430,0
17917,54901,37426,0
17918,54901,37424,0
17922,54903,37423,0
17928,54907,37423,0
17935,54912,37428,0
17938,54919,37437,0
17937,54925,37449,0
17936,54931,37461,0
17937,54938,37475,0
17936,54944,37491,0
17931,54947,37504,0
17927,54949,37514,0
17925,54952,37523,0
17922,54952,37530,0
17920,54948,37534,0
17920,54942,37531,0
17921,54937,37525,0
17922,54931,37515,0
17920,54924,37496,0
17917,54918,37468,0
17909,54911,37439,0
17893,54898,37410,0
17871,54880,37378,0
17847,54857,37341,0
17821,54831,37299,0
17793,54805,37255,0
17765,54779,37207,0
17742,54751,37156,0
17722,54721,37102,0
17701,54686,37047,0
17677,54648,36989,0
17653,54611,36931,0
17626,54575,36876,0
17594,54538,36819,0
17558,54500,36762,0
17521,54464,36709,0
17486,54435,36664,0
17456,54411,36625,0
17431,54390,36586,0
17414,54375,36548,0
17401,54366,36512,0
17387,54358,36475,0
17371,54343,36434,0
17351,54322,36390,0
17327,54298,36346,0
17297,54271,36303,0
17263,54246,36261,0
17227,54224,36223,0
17193,54206,36189,0
17162,54190,36155,0
17132,54172,36115,0
17106,54155,36073,0
17083,54137,36031,0
17056,54116,35985,0
17023,54094,35933,0
16985,54066,35880,0
16943,54036,35830,0
16901,54005,35780,0
16861,53975,35729,0
16826,53950,35679,0
16791,53927,35635,0
16754,53901,35593,0
16718,53874,35553,0
16684,53853,35516,0
16652,53834,35479,0
16620,53810,35436,0
16589,53784,35387,0
16560,53760,35339,0
16531,53738,35299,0
16501,53717,35263,0
16475,53700,35228,0
16447,53685,35198,0
16414,53668,35171,0
16378,53652,35142,0
16344,53639,35112,0
16312,53628,35081,0
16278,53615,35045,0
16244,53599,35002,0
16212,53581,34954,0
16183,53561,34905,0
16150,53535,34849,0
16113,53506,34789,0
16074,53477,34729,0
16038,53451,34673,0
15998,53424,34618,0
15954,53399,34561,0
15915,53375,34508,0
15881,53355,34463,0
15849,53336,34420,0
15819,53317,34372,0
15793,53299,34326,0
15773,53282,34284,0
15756,53266,34251,0
15744,53256,34229,0
15740,53253,34223,0
15744,53257,34238,0
15758,53270,34274,0
15787,53295,34332,0
15834,53334,34414,0
15893,53385,34520,0
15964,53446,34648,0
16047,53515,34793,0
16136,53593,34950,0
16229,53675,35113,0
16324,53758,35273,0
16422,53839,35428,0
16521,53915,35581,0
16615,53986,35730,0
16703,54051,35869,0
16787,54112,35998,0
16866,54169,36116,0
16937,54222,36221,0
17001,54270,36312,0
17059,54313,36388,0
17109,54351,36454,0
17149,54382,36511,0
17181,54405,36553,0
17207,54422,36584,0
17227,54436,36609,0
17238,54446,36632,0
17246,54455,36652,0
17254,54467,36674,0
17263,54480,36703,0
17275,54494,36740,0
17295,54509,36783,0
17322,54529,36832,0
17354,54554,36887,0
17389,54582,36939,0
17421,54607,36984,0
17452,54632,37028,0
17487,54658,37077,0
17525,54683,37129,0
17565,54708,37180,0
17605,54736,37234,0
17645,54765,37288,0
17680,54790,37335,0
17709,54807,37372,0
17733,54817,37399,0
17747,54821,37419,0
17752,54819,37427,0
17752,54815,37426,0
17749,54812,37421,0
17744,54808,37414,0
17739,54801,37403,0
17736,54790,37385,0
17734,54776,37364,0
17733,54757,37340,0
17733,54736,37317,0
17733,54715,37295,0
17733,54696,37277,0
17734,54682,37264,0
17736,54673,37252,0
17744,54669,37244,0
17756,54670,37240,0
17768,54674,37239,0
17781,54676,37237,0
17795,54677,37237,0
17806,54676,37240,0
17807,54667,37239,0
17803,54654,37235,0
17797,54644,37231,0
17792,54638,37231,0
17788,54637,37230,0
17785,54636,37224,0
17783,54635,37214,0
17781,54634,37201,0
17776,54630,37186,0
17766,54622,37164,0
17752,54613,37139,0
17736,54602,37114,0
17716,54587,37088,0
17695,54570,37060,0
17675,54557,37033,0
17656,54547,37007,0
17634,54536,36980,0
17611,54523,36949,0
17589,54505,36914,0
17565,54483,36876,0
17538,54461,36840,0
17508,54441,36805,0
17478,54422,36772,0
17448,54403,36743,0
17417,54384,36715,0
17387,54368,36689,0
17353,54354,36665,0
17316,54341,36641,0
17273,54327,36612,0
17228,54314,36580,0
17183,54305,36552,0
17133,54294,36527,0
17079,54280,36500,0
17025,54267,36471,0
16974,54257,36446,0
16924,54249,36426,0
16871,54239,36402,0
16818,54230,36370,0
16766,54221,36332,0
16713,54208,36292,0
16663,54188,36247,0
16616,54164,36202,0
16569,54136,36158,0
16522,54107,36115,0
16477,54078,36072,0
16434,54049,36030,0
16395,54021,35989,0
16359,53996,35950,0
16323,53972,35906,0
16284,53945,35857,0
16241,53916,35805,0
16196,53883,35749,0
16153,53851,35690,0
16116,53822,35635,0
16081,53795,35585,0
16048,53769,35540,0
16018,53746,35493,0
15990,53720,35444,0
15960,53690,35395,0
15927,53657,35343,0
15890,53625,35283,0
15852,53593,35219,0
15809,53560,35156,0
15762,53525,35091,0
15717,53489,35028,0
15676,53455,34971,0
15632,53422,34918,0
15588,53391,34865,0
15545,53361,34807,0
15508,53332,34748,0
15473,53304,34686,0
15435,53275,34619,0
15394,53245,34550,0
15351,53214,34486,0
15307,53180,34428,0
15264,53143,34371,0
15226,53106,34314,0
15191,53071,34259,0
15154,53037,34206,0
15114,53002,34146,0
15074,52964,34081,0
15030,52927,34016,0
14984,52887,33955,0
14941,52849,33902,0
14908,52818,33859,0
14886,52798,33833,0
14876,52791,33825,0
14883,52799,33837,0
14908,52824,33875,0
14949,52864,33936,0
15004,52913,34017,0
15073,52970,34115,0
15154,53035,34232,0
15242,53106,34369,0
15332,53177,34517,0
15427,53255,34677,0
15530,53340,34846,0
15634,53426,35013,0
15731,53505,35169,0
15817,53573,35307,0
15889,53629,35429,0
15943,53670,35536,0
15985,53700,35625,0
16016,53724,35695,0
16039,53741,35751,0
16051,53749,35798,0
16054,53754,35836,0
16055,53760,35867,0
16059,53768,35899,0
16066,53775,35932,0
16072,53781,35960,0
16081,53790,35982,0
16091,53800,36001,0
16099,53810,36018,0
16101,53817,36031,0
16100,53822,36045,0
16100,53828,36061,0
16104,53837,36081,0
16111,53851,36103,0
16123,53869,36128,0
16138,53887,36155,0
16153,53903,36186,0
16167,53918,36216,0
16179,53933,36246,0
16189,53945,36276,0
16196,53956,36301,0
16198,53965,36317,0
16198,53969,36328,0
16198,53969,36335,0
16193,53964,36338,0
16186,53957,36333,0
16177,53950,36323,0
16170,53943,36310,0
16161,53933,36291,0
16150,53920,36261,0
16135,53906,36225,0
16113,53889,36187,0
16087,53868,36147,0
16060,53847,36106,0
16033,53830,36069,0
16009,53815,36041,0
15986,53802,36021,0
15969,53794,36006,0
15960,53792,35998,0
15955,53791,35998,0
15949,53786,35997,0
15940,53779,35990,0
15929,53771,35980,0
15914,53763,35969,0
15896,53756,35956,0
15878,53747,35941,0
15864,53740,35927,0
15851,53732,35915,0
15839,53723,35902,0
15825,53715,35887,0
15808,53707,35869,0
15788,53695,35848,0
15763,53678,35820,0
15735,53657,35785,0
15702,53634,35745,0
15663,53610,35698,0
15624,53584,35644,0
15585,53561,35589,0
15546,53537,35537,0
15506,53513,35489,0
15467,53488,35440,0
15434,53463,35393,0
15402,53437,35347,0
15369,53411,35300,0
15333,53381,35248,0
15296,53351,35192,0
15260,53320,35133,0
15221,53288,35075,0
15179,53257,35018,0
15141,53229,34966,0
15105,53203,34917,0
15069,53177,34866,0
15035,53151,34812,0
15004,53127,34759,0
14971,53104,34709,0
14935,53079,34662,0
14897,53053,34616,0
14856,53024,34567,0
14812,52995,34519,0
14766,52964,34473,0
14721,52932,34425,0
14676,52902,34376,0
14629,52873,34328,0
14580,52844,34278,0
14533,52814,34226,0
14490,52784,34175,0
14445,52756,34125,0
14396,52729,34077,0
14345,52706,34031,0
14296,52690,33992,0
14246,52680,33958,0
14194,52672,33927,0
14142,52665,33897,0
14092,52661,33872,0
14042,52660,33852,0
13993,52661,33830,0
13944,52660,33807,0
13897,52655,33782,0
13847,52644,33752,0
13793,52630,33715,0
13739,52616,33672,0
13687,52601,33629,0
13632,52581,33587,0
13573,52555,33542,0
13515,52528,33496,0
13457,52498,33450,0
13398,52463,33400,0
13342,52425,33344,0
13288,52387,33285,0
13237,52347,33222,0
13183,52308,33157,0
13130,52272,33092,0
13079,52239,33027,0
13031,52208,32965,0
12984,52178,32905,0
12939,52149,32847,0
12897,52122,32793,0
12853,52096,32741,0
12809,52072,32690,0
12769,52054,32640,0
12734,52041,32595,0
12705,52030,32554,0
12679,52016,32511,0
12652,52000,32458,0
12623,51979,32399,0
12591,51952,32339,0
12555,51921,32280,0
12518,51889,32220,0
12483,51857,32162,0
12453,51830,32111,0
12427,51810,32070,0
12409,51799,32046,0
12405,51801,32042,0
12414,51813,32059,0
12435,51834,32091,0
12468,51865,32141,0
12514,51908,32212,0
12572,51958,32299,0
12639,52011,32400,0
12716,52069,32515,0
12801,52135,32643,0
12890,52204,32781,0
12980,52277,32923,0
13071,52352,33066,0
13162,52424,33207,0
13249,52491,33343,0
13328,52550,33463,0
13400,52602,33566,0
13463,52649,33654,0
13515,52687,33727,0
13558,52716,33781,0
13597,52740,33825,0
13634,52762,33867,0
13665,52781,33903,0
13691,52798,33928,0
13712,52812,33945,0
13726,52821,33961,0
13732,52826,33972,0
13732,52824,33974,0
13729,52819,33973,0
13724,52814,33973,0
13723,52810,33977,0
13731,52809,33986,0
13749,52812,34003,0
13775,52823,34028,0
13805,52836,34054,0
13836,52851,34080,0
13864,52871,34110,0
13888,52891,34144,0
13912,52910,34176,0
13937,52929,34206,0
13962,52950,34236,0
13985,52973,34266,0
14005,52992,34289,0
14025,53002,34303,0
14041,53003,34308,0
14050,52998,34304,0
14054,52990,34292,0
14056,52983,34276,0
14056,52978,34260,0
14054,52970,34241,0
14056,52962,34222,0
14059,52954,34207,0
14061,52947,34198,0
14060,52940,34191,0
14060,52935,34184,0
14067,52932,34177,0
14078,52934,34172,0
14090,52937,34168,0
14102,52942,34167,0
14114,52951,34169,0
14128,52961,34178,0
14146,52971,34190,0
14168,52984,34202,0
14192,52998,34212,0
14213,53009,34223,0
14226,53013,34229,0
14235,53012,34231,0
14244,53010,34231,0
14253,53007,34232,0
14260,53005,34232,0
14267,53004,34226,0
14278,53004,34219,0
14289,52999,34207,0
14299,52987,34187,0
14307,52969,34158,0
14313,52947,34123,0
14317,52923,34087,0
14314,52896,34047,0
14310,52868,34005,0
14306,52844,33962,0
14301,52825,33923,0
14297,52806,33882,0
14295,52783,33839,0
14290,52757,33796,0
14281,52730,33753,0
14271,52702,33706,0
14263,52675,33656,0
14254,52653,33606,0
14244,52631,33560,0
14236,52610,33517,0
14231,52590,33478,0
14229,52571,33443,0
14226,52550,33409,0
14223,52526,33375,0
14219,52507,33341,0
14216,52490,33309,0
14210,52472,33276,0
14205,52459,33248,0
14201,52451,33229,0
14197,52446,33214,0
14192,52441,33199,0
14186,52436,33179,0
14183,52436,33158,0
14178,52434,33136,0
14167,52425,33112,0
14152,52412,33085,0
14135,52399,33059,0
14116,52387,33034,0
14098,52377,33009,0
14083,52370,32982,0
14069,52363,32957,0
14056,52357,32936,0
14040,52351,32912,0
14022,52343,32884,0
14003,52334,32858,0
13981,52321,32835,0
13957,52307,32813,0
13932,52290,32790,0
13907,52274,32768,0
13880,52257,32746,0
13852,52241,32721,0
13826,52229,32696,0
13802,52219,32675,0
13780,52211,32653,0
13756,52205,32624,0
13733,52199,32590,0
13713,52192,32558,0
13694,52183,32525,0
13673,52172,32490,0
13653,52160,32456,0
13631,52148,32428,0
13606,52135,32403,0
13580,52120,32378,0
13556,52104,32350,0
13535,52087,32323,0
13514,52068,32296,0
13499,52051,32271,0
13488,52038,32250,0
13483,52030,32236,0
13485,52029,32229,0
13498,52033,32229,0
13524,52048,32246,0
13563,52076,32286,0
13612,52110,32347,0
13671,52147,32423,0
13744,52192,32518,0
13830,52250,32639,0
13923,52321,32782,0
14021,52398,32937,0
14126,52478,33100,0
14234,52560,33269,0
14342,52640,33435,0
14450,52719,33591,0
14559,52795,33738,0
14662,52863,33875,0
14755,52924,33998,0
14838,52979,34106,0
14912,53029,34205,0
14976,53072,34297,0
15031,53107,34379,0
15084,53138,34451,0
15135,53166,34518,0
15182,53192,34582,0
15222,53216,34640,0
15256,53238,34690,0
15286,53257,34738,0
15311,53272,34783,0
15332,53284,34823,0
15355,53299,34860,0
15382,53318,34903,0
15412,53339,34952,0
15444,53361,35001,0
15482,53385,35051,0
15524,53411,35108,0
15563,53438,35170,0
15602,53466,35234,0
15641,53497,35297,0
15680,53528,35360,0
15715,53554,35422,0
15746,53576,35478,0
15774,53595,35529,0
15795,53611,35575,0
15807,53623,35613,0
15818,53636,35644,0
15831,53653,35672,0
15844,53670,35698,0
15856,53685,35718,0
15866,53697,35728,0
15874,53708,35732,0
15877,53715,35731,0
15875,53715,35725,0
15867,53708,35714,0
15857,53701,35704,0
15848,53694,35699,0
15840,53688,35698,0
15836,53683,35700,0
15832,53683,35706,0
15828,53689,35719,0
15828,53694,35730,0
15832,53698,35739,0
15837,53701,35749,0
15838,53701,35757,0
15833,53695,35756,0
15825,53685,35751,0
15816,53675,35744,0
15809,53669,35738,0
15805,53668,35732,0
15805,53671,35725,0
15809,53674,35719,0
15813,53677,35712,0
15816,53680,35703,0
15820,53682,35694,0
15820,53680,35687,0
15809,53671,35676,0
15790,53653,35660,0
15769,53634,35641,0
15751,53618,35621,0
15734,53606,35597,0
15717,53594,35565,0
15702,53582,35532,0
15689,53571,35502,0
15674,53555,35471,0
15657,53534,35429,0
15640,53509,35381,0
15619,53481,35332,0
15593,53451,35283,0
15561,53422,35232,0
15527,53396,35181,0
15493,53369,35133,0
15462,53342,35088,0
15433,53317,35047,0
15410,53298,35014,0
15394,53285,34988,0
15381,53275,34963,0
15367,53268,34940,0
15353,53260,34918,0
15339,53250,34896,0
15322,53238,34869,0
15304,53227,34840,0
15283,53216,34812,0
15256,53200,34784,0
15227,53183,34756,0
15203,53167,34728,0
15184,53154,34703,0
15163,53142,34676,0
15140,53128,34645,0
15118,53116,34611,0
15095,53103,34576,0
15069,53084,34537,0
15043,53062,34495,0
15018,53038,34450,0
14993,53014,34408,0
14969,52990,34368,0
14946,52966,34331,0
14927,52947,34298,0
14907,52932,34266,0
14886,52916,34231,0
14863,52898,34191,0
14839,52882,34148,0
14813,52867,34105,0
14785,52850,34062,0
14757,52829,34014,0
14732,52806,33968,0
14709,52784,33927,0
14682,52762,33890,0
14653,52739,33850,0
14627,52716,33809,0
14604,52692,33766,0
14582,52665,33719,0
14557,52635,33665,0
14529,52606,33609,0
14496,52579,33556,0
14460,52553,33502,0
14426,52527,33445,0
14396,52502,33389,0
14364,52477,33340,0
14332,52455,33294,0
14300,52434,33250,0
14268,52415,33211,0
14238,52396,33179,0
14212,52375,33144,0
14191,52355,33105,0
14174,52339,33067,0
14160,52327,33034,0
14149,52316,33008,0
14143,52310,32995,0
14148,52315,33004,0
14166,52333,33038,0
14196,52363,33095,0
14239,52405,33174,0
14299,52461,33278,0
14376,52531,33409,0
14468,52607,33558,0
14570,52688,33719,0
14678,52774,33889,0
14787,52860,34062,0
14897,52945,34233,0
15008,53028,34401,0
15116,53110,34564,0
15219,53186,34717,0
15316,53253,34859,0
15406,53314,34990,0
15486,53369,35111,0
15556,53417,35218,0
15617,53461,35309,0
15671,53499,35387,0
15718,53532,35455,0
15756,53557,35510,0
15788,53578,35553,0
15816,53597,35592,0
15843,53614,35629,0
15868,53629,35664,0
15892,53643,35700,0
15917,53657,35737,0
15941,53672,35776,0
15965,53687,35818,0
15993,53706,35862,0
16028,53728,35914,0
16067,53753,35976,0
16104,53779,36039,0
16140,53808,36102,0
16173,53839,36165,0
16202,53867,36225,0
16224,53890,36277,0
16244,53910,36323,0
16264,53933,36369,0
16279,53955,36415,0
16289,53975,36453,0
16294,53992,36482,0
16298,54005,36506,0
16298,54013,36525,0
16296,54017,36539,0
16294,54020,36548,0
16292,54024,36552,0
16290,54029,36554,0
16288,54028,36552,0
16285,54024,36547,0
16281,54018,36539,0
16274,54008,36528,0
16265,53996,36514,0
16253,53984,36501,0
16240,53976,36491,0
16228,53971,36483,0
16219,53966,36477,0
16216,53964,36472,0
16214,53966,36471,0
16212,53967,36469,0
16211,53966,36467,0
16213,53967,36466,0
16215,53968,36467,0
16213,53968,36466,0
16209,53966,36462,0
16205,53963,36460,0
16195,53959,36460,0
16182,53951,36457,0
16171,53940,36450,0
16163,53933,36442,0
16155,53930,36431,0
16146,53930,36417,0
16141,53933,36401,0
16137,53937,36386,0
