green_channel,red_channel,ir_channel
31476,55057,24616
31385,54974,24499
31278,54875,24355
31155,54763,24191
31018,54640,24008
30868,54510,23806
30709,54373,23592
30546,54232,23372
30377,54086,23145
30206,53939,22912
30036,53792,22675
29864,53645,22437
29689,53497,22200
29512,53348,21964
29335,53197,21729
29159,53046,21498
28983,52896,21270
28811,52753,21046
28646,52618,20834
28491,52493,20639
28351,52381,20464
28230,52284,20308
28133,52203,20180
28061,52143,20085
28019,52107,20025
28006,52096,20000
28020,52108,20012
28059,52140,20058
28118,52193,20133
28195,52260,20231
28290,52338,20349
28398,52428,20486
28514,52527,20638
28637,52631,20800
28762,52735,20964
28883,52835,21124
28998,52929,21275
29105,53019,21416
29200,53101,21548
29282,53173,21667
29350,53232,21767
29406,53280,21846
29452,53316,21906
29486,53339,21949
29506,53350,21974
29514,53352,21984
29507,53346,21977
29486,53330,21951
29455,53304,21909
29416,53268,21851
29366,53225,21777
29303,53172,21689
29229,53110,21590
29146,53041,21481
29053,52964,21362
28951,52880,21234
28845,52790,21097
28735,52697,20953
28623,52601,20803
28506,52502,20650
28387,52402,20493
28268,52303,20334
28148,52203,20176
28027,52103,20020
27907,52004,19867
27788,51905,19712
27668,51805,19557
27547,51702,19405
27431,51601,19258
27322,51503,19118
27219,51408,18982
27121,51320,18850
27027,51240,18722
26939,51168,18598
26854,51099,18480
26773,51036,18369
26696,50979,18266
26621,50927,18169
26550,50877,18076
26484,50830,17989
26425,50787,17908
26372,50746,17835
26320,50706,17769
26271,50666,17706
26225,50624,17641
26177,50581,17573
26130,50537,17507
26085,50494,17447
26045,50457,17392
26007,50424,17341
25972,50393,17294
25940,50361,17250
25907,50331,17207
25871,50303,17162
25832,50275,17117
25796,50247,17070
25763,50220,17022
25732,50194,16973
25699,50170,16922
25667,50146,16868
25635,50121,16814
25600,50091,16759
25560,50057,16701
25518,50023,16642
25477,49988,16585
25431,49950,16526
25382,49911,16464
25330,49872,16398
25278,49835,16330
25225,49796,16264
25176,49756,16200
25130,49717,16136
25083,49680,16074
25033,49647,16016
24985,49618,15966
24946,49595,15931
24927,49584,15918
24937,49595,15941
24988,49637,16011
25088,49718,16141
25245,49848,16340
25460,50030,16611
25730,50259,16952
26051,50530,17355
26411,50839,17811
26797,51171,18307
27200,51515,18829
27615,51867,19367
28028,52216,19909
28429,52552,20442
28815,52869,20956
29180,53169,21445
29519,53447,21903
29828,53701,22325
30105,53928,22705
30347,54127,23039
30554,54300,23329
30729,54446,23577
30874,54566,23782
30990,54660,23942
31072,54725,24058
31121,54762,24129
31140,54776,24159
31132,54768,24153
31099,54736,24112
31036,54681,24036
30950,54604,23927
30844,54507,23788
30722,54396,23628
30587,54275,23451
30446,54148,23259
30300,54016,23058
30147,53882,22850
29989,53746,22638
29826,53607,22421
29662,53468,22202
29495,53328,21981
29326,53189,21760
29158,53052,21540
28990,52914,21319
28819,52772,21095
28648,52626,20868
28478,52479,20643
28313,52334,20424
28154,52197,20217
28007,52075,20028
27876,51968,19859
27766,51878,19717
27679,51810,19605
27623,51768,19528
27599,51751,19486
27600,51755,19481
27626,51779,19510
27675,51823,19570
27746,51886,19657
27834,51960,19766
27935,52045,19896
28046,52138,20043
28164,52240,20203
28286,52346,20368
28408,52450,20533
28527,52550,20696
28640,52645,20849
28745,52732,20990
28839,52812,21119
28923,52885,21234
28998,52951,21333
29064,53006,21417
29121,53047,21484
29166,53077,21533
29193,53096,21563
29203,53103,21576
29199,53098,21570
29181,53082,21549
29150,53053,21512
29103,53012,21458
29043,52962,21387
28973,52905,21299
28895,52842,21198
28808,52773,21087
28719,52699,20969
28629,52622,20842
28535,52541,20708
28435,52457,20570
28331,52369,20428
28224,52278,20285
28113,52183,20137
27997,52081,19987
27878,51979,19831
27756,51877,19675
27636,51777,19522
27518,51676,19372
27405,51578,19224
27295,51486,19083
27189,51399,18948
27085,51315,18815
26985,51236,18687
26890,51163,18564
26800,51092,18447
26712,51021,18333
26628,50952,18222
26552,50886,18116
26483,50824,18016
26421,50766,17918
26365,50716,17826
26316,50671,17741
26272,50631,17666
26230,50594,17596
26187,50559,17527
26145,50524,17460
26102,50490,17398
26060,50457,17343
26019,50424,17292
25975,50388,17242
25927,50347,17194
25878,50307,17146
25833,50270,17100
25790,50235,17052
25749,50201,17002
25712,50168,16951
25680,50137,16901
25648,50109,16854
25615,50084,16808
25581,50059,16760
25549,50036,16711
25515,50012,16659
25476,49984,16603
25432,49950,16544
25383,49909,16480
25329,49866,16415
25274,49822,16350
25220,49778,16287
25169,49738,16224
25121,49700,16165
25078,49664,16110
25043,49632,16060
25016,49603,16014
24993,49580,15977
24978,49569,15956
24982,49574,15961
25015,49606,16002
25085,49668,16089
25200,49769,16234
25367,49912,16443
25587,50098,16718
25857,50325,17055
26171,50592,17450
26520,50889,17893
26892,51208,18377
27278,51538,18887
27670,51870,19407
28061,52198,19927
28442,52518,20436
28806,52824,20929
29148,53111,21401
29470,53377,21842
29768,53621,22248
30037,53842,22615
30274,54034,22940
30481,54198,23224
30655,54336,23466
30798,54448,23666
30910,54534,23821
30993,54596,23931
31044,54634,24000
31064,54649,24027
31055,54640,24011
31018,54607,23959
30956,54554,23875
30871,54484,23764
30768,54397,23628
30648,54298,23470
30511,54185,23291
30358,54060,23095
30194,53923,22884
30025,53776,22660
29853,53621,22428
29674,53459,22190
29495,53299,21950
29318,53142,21710
29138,52990,21471
28954,52839,21230
28769,52689,20989
28584,52539,20746
28400,52391,20503
28220,52245,20265
28046,52104,20037
27883,51968,19826
27735,51845,19637
27605,51740,19473
27500,51654,19336
27423,51590,19230
27375,51551,19159
27357,51536,19127
27370,51546,19132
27408,51577,19172
27468,51628,19244
27547,51699,19346
27642,51785,19472
27750,51884,19618
27868,51992,19780
27991,52107,19953
28121,52222,20127
28255,52336,20297
28386,52446,20464
28508,52551,20624
28621,52647,20774
28726,52733,20911
28818,52806,21030
28897,52865,21128
28961,52910,21200
29010,52941,21251
29044,52961,21284
29063,52971,21300
29066,52970,21297
29051,52955,21275
29020,52926,21237
28976,52885,21185
28919,52833,21116
28848,52772,21029
28765,52701,20925
28673,52623,20807
28576,52539,20679
28472,52449,20542
28362,52354,20395
28247,52255,20240
28129,52154,20081
28010,52053,19920
27891,51953,19760
27773,51853,19597
27653,51754,19434
27528,51654,19274
27400,51553,19114
27274,51453,18950
27150,51353,18784
27026,51253,18620
26905,51153,18461
26789,51056,18308
26680,50963,18162
26578,50878,18026
26481,50800,17895
26388,50725,17767
26299,50654,17642
26213,50583,17522
26131,50515,17409
26056,50451,17302
25987,50393,17201
25919,50336,17109
25855,50281,17025
25797,50233,16948
25742,50189,16877
25686,50148,16809
25632,50108,16742
25582,50068,16674
25534,50028,16604
25485,49988,16537
25436,49949,16473
25388,49912,16413
25342,49875,16356
25298,49838,16300
25254,49801,16243
25212,49766,16186
25170,49733,16131
25130,49702,16076
25094,49673,16023
25060,49645,15970
25022,49614,15916
24982,49580,15860
24943,49544,15802
24903,49506,15740
24857,49463,15673
24805,49415,15604
24751,49366,15532
24694,49317,15458
24632,49268,15384
24569,49219,15311
24507,49169,15240
24449,49125,15171
24395,49085,15106
24345,49050,15049
24305,49022,15003
24283,49007,14975
24288,49012,14975
24328,49045,15016
24413,49115,15111
24552,49230,15272
24748,49394,15506
25001,49606,15814
25306,49862,16190
25649,50155,16626
26019,50474,17104
26408,50812,17610
26808,51156,18130
27210,51496,18652
27604,51825,19170
27982,52138,19673
28339,52430,20151
28667,52695,20595
28963,52934,20999
29227,53148,21360
29460,53337,21679
29665,53502,21957
29840,53643,22191
29982,53759,22383
30090,53850,22533
30164,53915,22641
30205,53952,22705
30215,53960,22728
30197,53941,22713
30152,53898,22660
30083,53835,22573
29991,53755,22452
29879,53658,22301
29743,53543,22123
29587,53413,21925
29420,53274,21710
29245,53126,21480
29061,52973,21238
28867,52813,20986
28670,52647,20727
28469,52478,20464
28266,52304,20203
28061,52127,19941
27855,51949,19677
27648,51768,19407
27435,51585,19133
27220,51405,18853
27011,51231,18573
26811,51065,18302
26622,50913,18052
26452,50778,17831
26306,50667,17644
26187,50577,17492
26093,50509,17377
26030,50465,17300
26002,50447,17262
26010,50457,17267
26050,50492,17313
26123,50551,17397
26223,50634,17516
26346,50736,17666
26486,50851,17842
26639,50978,18034
26800,51113,18236
26964,51250,18443
27121,51383,18648
27271,51508,18846
27413,51626,19033
27546,51735,19207
27665,51834,19363
27770,51919,19496
27858,51987,19607
27928,52039,19697
27979,52079,19766
28012,52106,19814
28030,52121,19840
28032,52123,19845
28017,52111,19829
27987,52085,19790
27941,52044,19731
27879,51991,19656
27805,51928,19564
27720,51859,19458
27625,51782,19340
27522,51698,19212
27411,51606,19069
27296,51507,18916
27176,51404,18758
27051,51300,18597
26924,51194,18432
26797,51089,18262
26672,50987,18090
26545,50884,17923
26418,50780,17758
26293,50677,17593
26169,50575,17427
26047,50474,17262
25926,50375,17099
25810,50278,16942
25699,50180,16791
25591,50082,16647
25488,49986,16509
25394,49896,16378
25304,49813,16254
25215,49736,16135
25130,49663,16022
25049,49594,15916
24972,49529,15817
24899,49466,15720
24826,49407,15624
24754,49351,15531
24683,49298,15446
24612,49246,15365
24542,49196,15283
24477,49149,15201
24416,49103,15120
24360,49058,15037
24307,49012,14954
24256,48968,14873
24204,48925,14793
24152,48883,14710
24098,48842,14625
24046,48802,14543
23996,48759,14465
23947,48715,14392
23897,48672,14324
23845,48632,14258
23791,48594,14195
23738,48556,14130
23684,48516,14063
23630,48473,13996
23574,48430,13929
23521,48389,13863
23472,48348,13797
23422,48307,13733
23373,48267,13676
23332,48234,13628
23305,48213,13597
23298,48210,13589
23319,48233,13614
23379,48285,13685
23486,48375,13813
23645,48504,14009
23854,48677,14278
24118,48895,14620
24434,49157,15026
24790,49452,15484
25176,49772,15983
25581,50110,16507
25996,50456,17044
26410,50799,17584
26811,51133,18118
27194,51454,18633
27555,51759,19119
27891,52040,19572
28196,52294,19988
28468,52520,20363
28707,52718,20691
28911,52888,20975
29078,53028,21212
29210,53139,21401
29310,53222,21544
29379,53277,21642
29415,53307,21699
29423,53310,21717
29402,53290,21696
29355,53248,21638
29285,53184,21544
29192,53101,21417
29077,52999,21261
28943,52881,21080
28791,52749,20878
28621,52605,20656
28435,52447,20417
28231,52277,20162
28016,52101,19894
27791,51920,19614
27559,51732,19324
27323,51536,19024
27083,51335,18715
26840,51131,18397
26595,50925,18074
26350,50719,17749
26110,50516,17428
25881,50322,17118
25664,50142,16825
25463,49979,16558
25285,49836,16325
25137,49718,16132
25021,49629,15983
24940,49568,15881
24898,49537,15829
24899,49539,15828
24940,49573,15881
25021,49639,15982
25136,49736,16125
25280,49859,16304
25446,50003,16512
25628,50159,16744
25821,50323,16991
26019,50491,17244
26217,50659,17497
26408,50822,17744
26588,50978,17978
26754,51120,18193
26905,51247,18388
27039,51359,18561
27153,51451,18706
27242,51518,18824
27308,51564,18916
27353,51594,18983
27379,51612,19023
27387,51619,19041
27378,51612,19037
27355,51593,19013
27318,51561,18966
27266,51516,18898
27200,51458,18813
27123,51388,18711
27040,51310,18592
26947,51225,18457
26841,51134,18312
26725,51038,18156
26603,50934,17992
26475,50824,17820
26342,50706,17643
26204,50586,17463
26063,50466,17280
25923,50347,17097
25783,50229,16919
25646,50114,16743
25509,50003,16569
25376,49894,16399
25251,49791,16237
25136,49695,16083
25028,49604,15936
24925,49517,15797
24826,49432,15665
24731,49351,15539
24638,49275,15418
24548,49206,15306
24463,49142,15200
24385,49081,15100
24316,49027,15007
24252,48978,14921
24192,48931,14839
24136,48888,14761
24084,48849,14686
24034,48812,14617
23985,48775,14551
23938,48737,14486
23890,48699,14423
23841,48659,14361
23791,48616,14299
23743,48574,14236
23700,48533,14173
23660,48492,14109
23622,48451,14047
23586,48413,13985
23549,48377,13924
23511,48343,13867
23475,48312,13814
23441,48284,13766
23409,48257,13722
23375,48230,13679
23341,48204,13639
23306,48177,13597
23268,48151,13556
23228,48127,13519
23194,48105,13486
23172,48088,13461
23164,48085,13456
23176,48101,13482
23223,48147,13549
23317,48232,13671
23465,48360,13861
23672,48537,14125
23941,48765,14468
24268,49042,14885
24646,49359,15369
25061,49707,15905
25504,50077,16474
25962,50460,17064
26421,50843,17663
26874,51221,18258
27314,51588,18834
27730,51934,19381
28116,52254,19894
28469,52546,20366
28787,52810,20796
29070,53047,21182
29321,53255,21524
29538,53431,21822
29722,53574,22073
29869,53687,22277
29980,53769,22431
30059,53820,22537
30107,53842,22600
30122,53841,22618
30105,53820,22598
30059,53781,22542
29988,53722,22451
29894,53643,22331
29776,53545,22182
29640,53429,22004
29488,53298,21804
29322,53156,21587
29142,53005,21357
28952,52846,21118
28759,52684,20871
28564,52519,20620
28370,52354,20366
28175,52190,20109
27979,52025,19851
27780,51860,19591
27578,51695,19329
27377,51530,19065
27179,51364,18802
26984,51204,18546
26798,51049,18303
26629,50905,18078
26479,50778,17876
26352,50671,17705
26254,50589,17572
26189,50534,17479
26156,50507,17428
26152,50507,17422
26177,50533,17458
26234,50584,17532
26314,50659,17640
26416,50751,17779
26536,50859,17945
26676,50982,18127
26831,51111,18320
26995,51242,18519
27161,51376,18722
27324,51510,18921
27481,51639,19112
27627,51758,19295
27757,51867,19467
27873,51966,19625
27974,52054,19766
28059,52126,19886
28131,52184,19983
28188,52228,20054
28229,52257,20100
28250,52270,20121
28253,52266,20122
28241,52249,20103
28214,52223,20066
28173,52186,20012
28121,52139,19942
28060,52085,19859
27986,52024,19763
27900,51953,19654
27805,51874,19530
27702,51787,19390
27592,51694,19239
27477,51596,19080
27357,51494,18916
27233,51387,18749
27105,51276,18581
26975,51165,18412
26843,51054,18240
26710,50944,18068
26575,50832,17898
26439,50718,17730
26306,50607,17565
26178,50501,17404
26055,50400,17250
25941,50307,17103
25836,50223,16960
25740,50145,16823
25650,50071,16696
25566,49999,16576
25491,49934,16462
25422,49874,16354
25355,49815,16254
25289,49757,16159
25224,49705,16070
25162,49656,15987
25101,49610,15910
25043,49570,15836
24991,49532,15768
24943,49495,15703
24896,49455,15641
24853,49416,15578
24812,49378,15514
24773,49340,15452
24734,49303,15394
24694,49267,15338
24654,49234,15285
24614,49203,15231
24575,49174,15175
24539,49147,15121
24508,49121,15072
24479,49092,15026
24449,49059,14982
24415,49024,14937
24379,48990,14888
24337,48953,14834
24293,48917,14778
24248,48887,14720
24205,48861,14664
24163,48836,14615
24127,48814,14575
24102,48798,14544
24091,48793,14531
24098,48802,14544
24132,48832,14588
24206,48893,14675
24331,48995,14824
24510,49143,15049
24749,49342,15355
25050,49593,15738
25404,49889,16188
25800,50220,16696
26228,50578,17250
26679,50955,17838
27142,51342,18443
27604,51729,19050
28056,52108,19647
28492,52471,20222
28904,52815,20769
29288,53135,21281
29641,53426,21754
29961,53688,22189
30246,53921,22581
30493,54123,22928
30704,54296,23222
30882,54441,23466
31026,54557,23659
31133,54644,23807
31205,54703,23911
31245,54731,23972
31255,54731,23992
31240,54708,23974
31201,54664,23919
31138,54601,23833
31053,54519,23715
30945,54421,23567
30822,54309,23394
30688,54185,23205
30541,54052,23003
30383,53914,22791
30218,53772,22571
30049,53628,22346
29876,53484,22120
29701,53341,21892
29525,53199,21663
29352,53059,21437
29178,52915,21216
29004,52768,20996
28829,52623,20774
28654,52480,20551
28482,52341,20333
28318,52209,20128
28168,52088,19936
28038,51980,19759
27927,51887,19606
27838,51812,19482
27774,51757,19392
27736,51725,19339
27726,51716,19324
27743,51730,19344
27789,51769,19396
27862,51830,19480
27956,51911,19590
28066,52008,19723
28190,52118,19877
28323,52237,20046
28461,52359,20225
28600,52479,20407
28737,52593,20586
28870,52701,20760
28991,52802,20921
29101,52897,21067
29201,52982,21199
29288,53055,21318
29360,53116,21425
29420,53166,21515
29470,53206,21589
29509,53233,21642
29531,53247,21671
29539,53246,21678
29533,53232,21662
29512,53208,21624
29476,53176,21568
29429,53134,21496
29370,53081,21409
29298,53020,21307
29214,52949,21188
29121,52869,21053
29019,52777,20909
28907,52676,20757
28788,52567,20598
28667,52456,20434
28543,52345,20270
28416,52235,20106
28287,52126,19944
28157,52019,19785
28025,51914,19629
27892,51810,19473
27760,51706,19315
27633,51603,19157
27514,51503,19002
27399,51405,18850
27289,51310,18701
27186,51222,18558
27090,51138,18420
27000,51063,18289
26915,50993,18165
26834,50927,18047
26754,50864,17937
26677,50805,17835
26606,50749,17739
26542,50695,17647
26483,50644,17559
26425,50596,17472
26368,50550,17388
26310,50509,17305
26254,50471,17227
26201,50434,17156
26154,50395,17089
26110,50357,17026
26067,50321,16967
26022,50286,16908
25978,50251,16849
25935,50214,16788
25890,50177,16728
25846,50141,16668
25804,50106,16611
25766,50073,16557
25729,50042,16508
25691,50013,16460
25653,49983,16411
25614,49948,16356
25572,49906,16298
25528,49863,16238
25486,49822,16178
25448,49786,16121
25409,49755,16072
25373,49729,16032
25344,49707,15999
25323,49690,15974
25312,49684,15965
25320,49695,15977
25357,49731,16023
25434,49799,16120
25559,49906,16282
25736,50058,16516
25969,50258,16821
26255,50501,17196
26592,50782,17630
26971,51097,18116
27381,51439,18640
27810,51798,19194
28250,52166,19765
28691,52537,20340
29127,52902,20909
29548,53249,21464
29945,53577,21995
30318,53885,22491
30663,54170,22952
30975,54428,23371
31249,54654,23742
31487,54849,24062
31691,55016,24334
31858,55152,24560
31989,55260,24740
32089,55340,24871
32157,55391,24954
32189,55411,24994
32188,55403,24996
32159,55369,24960
32105,55314,24888
32024,55238,24782
31918,55145,24646
31793,55039,24483
31652,54919,24296
31497,54785,24094
31332,54642,23881
31160,54493,23660
30986,54345,23435
30812,54198,23210
30638,54053,22983
30465,53906,22754
30295,53758,22526
30125,53611,22300
29956,53467,22077
29787,53321,21854
29614,53175,21630
29438,53029,21409
29267,52889,21193
29106,52757,20989
28956,52634,20801
28822,52525,20636
28712,52435,20497
28632,52368,20392
28580,52323,20322
28559,52304,20288
28568,52312,20289
28609,52347,20323
28675,52404,20389
28760,52476,20483
28858,52564,20605
28969,52666,20751
29092,52777,20914
29220,52891,21085
29355,53006,21259
29491,53120,21430
29626,53232,21596
29753,53336,21756
29874,53433,21906
29984,53521,22045
30078,53601,22172
30156,53670,22283
30220,53728,22374
30271,53772,22446
30307,53804,22496
30327,53824,22526
30335,53830,22535
30330,53824,22525
30310,53803,22495
30276,53769,22444
30228,53722,22375
30168,53664,22291
30096,53597,22193
30017,53523,22082
29931,53443,21962
29836,53359,21833
29730,53270,21694
29620,53173,21546
29507,53070,21392
29390,52963,21232
29268,52856,21067
29147,52752,20902
29026,52650,20737
28906,52547,20571
28783,52443,20404
28658,52341,20238
28535,52243,20073
28414,52149,19912
28295,52056,19753
28177,51963,19597
28063,51872,19449
27953,51782,19311
27848,51694,19179
27749,51611,19051
27659,51535,18932
27578,51465,18824
27506,51402,18725
27439,51345,18632
27375,51291,18546
27314,51237,18464
27254,51186,18385
27200,51139,18309
27149,51096,18234
27096,51055,18162
27043,51012,18093
26995,50973,18029
26952,50935,17966
26909,50898,17905
26866,50862,17844
26824,50826,17787
26785,50792,17735
26750,50764,17687
26718,50741,17642
26686,50723,17600
26654,50705,17559
26620,50683,17514
26584,50657,17463
26548,50628,17407
26512,50597,17351
26473,50562,17292
26431,50523,17232
26389,50482,17168
26346,50441,17105
26301,50402,17046
26256,50362,16990
26213,50322,16938
26168,50281,16885
26123,50241,16836
26080,50204,16791
26041,50176,16752
26007,50156,16716
25984,50144,16688
25979,50146,16679
26003,50170,16705
26064,50225,16780
26171,50317,16920
26334,50455,17134
26560,50645,17424
26848,50887,17790
27189,51175,18223
27572,51499,18712
27989,51852,19241
28426,52223,19800
28870,52598,20376
29311,52973,20956
29741,53337,21528
30155,53684,22081
30544,54009,22604
30905,54309,23090
31236,54582,23532
31533,54826,23930
31795,55041,24283
32023,55226,24587
32216,55381,24841
32370,55505,25046
32488,55602,25205
32572,55671,25316
32620,55710,25382
32634,55720,25406
32622,55704,25392
32586,55665,25343
32528,55606,25263
32447,55530,25156
32345,55436,25018
32222,55325,24851
32082,55197,24660
31924,55059,24447
31755,54917,24219
31581,54770,23981
31402,54615,23737
31221,54454,23489
31037,54291,23243
30852,54127,22999
30665,53964,22757
30475,53804,22518
30282,53645,22278
30088,53484,22036
29894,53324,21792
29704,53166,21546
29522,53014,21301
29354,52873,21069
29203,52746,20860
29072,52636,20683
28966,52551,20541
28890,52493,20438
28843,52461,20374
28827,52453,20349
28842,52469,20364
28883,52509,20417
28949,52570,20503
29038,52648,20615
29147,52739,20748
29271,52838,20897
29404,52944,21061
29543,53054,21235
29684,53167,21414
29826,53281,21592
29964,53392,21767
30094,53497,21933
30212,53594,22086
30315,53684,22221
30403,53762,22336
30475,53826,22430
30533,53875,22501
30573,53909,22551
30594,53926,22580
30597,53929,22587
30585,53917,22570
30560,53893,22532
30520,53856,22474
30467,53808,22399
30404,53751,22309
30330,53684,22204
30244,53608,22087
30151,53525,21957
30054,53437,21817
29947,53343,21666
29828,53240,21504
29699,53129,21332
29561,53014,21152
29416,52897,20969
29270,52779,20782
29124,52660,20592
28981,52540,20403
28838,52422,20215
28693,52305,20030
28550,52189,19848
28412,52073,19672
28282,51960,19501
28158,51852,19335
28037,51749,19171
27923,51651,19011
27813,51557,18858
27709,51466,18713
27612,51381,18576
27521,51300,18449
27435,51225,18331
27354,51158,18221
27279,51098,18118
27207,51042,18022
27138,50990,17932
27074,50941,17846
27015,50896,17763
26960,50853,17685
26910,50812,17614
26865,50774,17549
26824,50737,17490
26786,50702,17433
26749,50667,17376
26711,50634,17317
26672,50602,17257
26628,50569,17196
26581,50533,17135
26533,50498,17074
26486,50466,17011
26442,50436,16948
26397,50405,16886
26355,50371,16825
26316,50338,16767
26278,50307,16712
26237,50274,16656
26193,50239,16595
26149,50202,16530
26104,50160,16463
26056,50114,16394
26005,50066,16320
25953,50015,16245
25900,49963,16172
25850,49915,16103
25804,49872,16037
25761,49835,15976
25720,49801,15922
25682,49771,15873
25651,49750,15832
25630,49739,15807
25626,49742,15805
25649,49767,15837
25714,49825,15919
25831,49924,16066
26007,50073,16291
26246,50277,16595
26547,50535,16975
26902,50840,17424
27300,51179,17928
27729,51541,18472
28176,51915,19039
28629,52290,19616
29076,52660,20194
29511,53015,20759
29925,53349,21295
30310,53660,21797
30660,53944,22258
30973,54201,22671
31250,54428,23034
31490,54628,23350
31693,54797,23619
31859,54935,23841
31990,55042,24014
32082,55117,24143
32139,55160,24225
32162,55176,24262
32152,55165,24254
32110,55127,24205
32038,55064,24118
31939,54978,23993
31815,54870,23833
31667,54742,23638
31500,54595,23413
31317,54436,23162
31125,54269,22895
30925,54097,22620
30716,53919,22342
30505,53738,22064
30290,53554,21786
30071,53370,21505
29845,53186,21219
29617,53003,20931
29391,52819,20639
29163,52632,20346
28936,52441,20052
28714,52252,19762
28501,52070,19481
28300,51901,19217
28117,51751,18976
27960,51624,18764
27835,51521,18590
27742,51445,18460
27687,51399,18380
27672,51388,18350
27697,51408,18371
27758,51459,18441
27852,51539,18554
27977,51645,18703
28126,51773,18886
28291,51914,19097
28466,52061,19325
28650,52209,19561
28836,52361,19804
29020,52512,20044
29198,52659,20276
29364,52800,20494
29516,52930,20694
29652,53046,20871
29771,53145,21026
29869,53226,21157
29946,53285,21263
30000,53322,21341
30035,53344,21389
30052,53353,21407
30052,53348,21399
30037,53333,21369
30007,53306,21318
29961,53267,21250
29898,53212,21165
29816,53144,21060
29719,53068,20935
29611,52981,20795
29491,52883,20643
29361,52776,20480
29227,52663,20306
29089,52544,20124
28946,52424,19938
28803,52307,19752
28666,52192,19567
28533,52080,19386
28396,51969,19208
28260,51860,19034
28130,51753,18861
28004,51649,18692
27881,51550,18529
27761,51457,18376
27647,51371,18237
27539,51289,18109
27435,51213,17987
27337,51141,17869
27248,51072,17763
27170,51010,17670
27102,50954,17583
27044,50904,17501
26993,50862,17426
26946,50822,17357
26899,50784,17292
26855,50748,17229
26814,50713,17167
26773,50676,17107
26731,50639,17050
26692,50602,16994
26655,50567,16938
26618,50534,16882
26583,50500,16825
26549,50469,16770
26516,50442,16718
26482,50417,16670
26449,50391,16624
26416,50366,16581
26383,50341,16538
26348,50312,16493
26309,50280,16445
26270,50249,16393
26227,50218,16337
26184,50186,16282
26142,50152,16231
26100,50117,16180
26058,50081,16128
26013,50047,16076
25967,50014,16023
25926,49983,15972
25889,49953,15926
25857,49928,15887
25835,49911,15858
25827,49907,15845
25841,49920,15862
25885,49959,15918
25969,50030,16023
26101,50140,16185
26286,50295,16416
26527,50495,16723
26822,50742,17102
27167,51033,17545
27553,51358,18039
27965,51703,18568
28391,52061,19116
28822,52420,19670
29248,52773,20219
29660,53112,20754
30053,53436,21266
30423,53741,21750
30765,54022,22202
31071,54275,22615
31343,54499,22982
31582,54698,23304
31787,54869,23582
31955,55008,23814
32089,55117,23998
32188,55195,24132
32247,55237,24218
32268,55247,24259
32258,55232,24257
32222,55192,24215
32158,55129,24137
32065,55044,24022
31947,54940,23869
31808,54819,23683
31649,54682,23474
31474,54533,23248
31289,54376,23008
31094,54211,22754
30888,54036,22487
30672,53852,22210
30453,53664,21925
30227,53474,21634
29993,53278,21341
29752,53076,21040
29506,52871,20729
29259,52668,20412
29014,52466,20095
28779,52271,19784
28563,52087,19493
28367,51924,19228
28193,51783,18996
28048,51667,18802
27940,51580,18653
27869,51524,18554
27834,51500,18508
27840,51509,18512
27888,51553,18568
27975,51628,18675
28095,51730,18826
28242,51856,19010
28411,51999,19221
28595,52154,19454
28788,52315,19701
28985,52476,19953
29182,52636,20204
29370,52793,20449
29543,52940,20680
29700,53073,20891
29839,53190,21078
29958,53287,21239
30060,53367,21372
30146,53433,21478
30214,53485,21557
30263,53523,21615
30291,53547,21652
30301,53557,21665
30291,53549,21653
30261,53524,21617
30213,53483,21557
30151,53430,21473
30074,53365,21370
29981,53287,21250
29876,53199,21113
29761,53100,20964
29640,52992,20808
29513,52881,20645
29380,52765,20472
29244,52646,20290
29104,52527,20102
28958,52408,19909
28809,52289,19715
28663,52169,19524
28517,52050,19337
28372,51932,19152
28232,51817,18970
28098,51705,18791
27970,51597,18618
27849,51496,18454
27736,51403,18300
27634,51315,18157
27538,51233,18026
27446,51159,17906
27361,51093,17796
27282,51031,17695
27208,50973,17601
27140,50919,17514
27077,50867,17433
27019,50816,17357
26964,50765,17287
26913,50716,17218
26864,50671,17148
26817,50630,17083
26771,50593,17025
26729,50561,16974
26692,50533,16926
26659,50505,16880
26628,50478,16839
26598,50452,16800
26567,50427,16759
26535,50403,16716
26501,50378,16670
26469,50353,16625
26440,50329,16579
26414,50305,16534
26387,50282,16491
26358,50258,16447
26329,50231,16399
26297,50204,16347
26263,50175,16295
26224,50145,16243
26185,50114,16192
26144,50082,16142
26103,50050,16093
26062,50016,16044
26022,49982,15996
25984,49951,15955
25951,49928,15925
25933,49917,15912
25938,49928,15926
25974,49966,15980
26052,50036,16084
26186,50148,16254
26383,50311,16506
26648,50528,16847
26975,50797,17268
27358,51113,17759
27786,51468,18305
28242,51849,18895
28713,52244,19512
29188,52645,20140
29655,53040,20763
30108,53423,21371
30544,53788,21954
30958,54134,22503
31345,54457,23013
31700,54755,23487
32020,55024,23921
32303,55260,24308
32549,55464,24646
32757,55634,24933
32928,55769,25170
33065,55873,25354
33166,55950,25486
33233,55999,25571
33269,56022,25613
33275,56020,25614
33250,55993,25574
33195,55944,25495
33115,55872,25383
33013,55775,25241
32889,55661,25075
32746,55533,24889
32586,55393,24687
32415,55244,24469
32238,55089,24240
32057,54930,24004
31877,54771,23763
31698,54614,23520
31521,54459,23278
31345,54307,23040
31171,54159,22805
30998,54009,22570
30822,53857,22334
30641,53706,22099
30464,53559,21868
30295,53418,21647
30137,53288,21442
29995,53172,21258
29875,53074,21101
