green_channel,red_channel,ir_channel
31470,55202,24028
31882,55557,24583
32276,55893,25115
32649,56212,25617
32999,56510,26085
33322,56781,26517
33613,57025,26909
33873,57243,27258
34104,57433,27561
34302,57595,27819
34465,57728,28034
34597,57834,28203
34700,57912,28328
34774,57961,28409
34818,57982,28448
34832,57980,28450
34817,57960,28414
34776,57918,28348
34712,57853,28256
34627,57772,28136
34520,57676,27989
34393,57562,27816
34251,57433,27622
34096,57293,27413
33928,57140,27191
33749,56974,26957
33561,56805,26713
33370,56635,26464
33178,56465,26211
32984,56295,25954
32788,56125,25696
32587,55954,25434
32381,55781,25168
32172,55606,24900
31964,55433,24633
31765,55265,24372
31575,55106,24123
31397,54959,23892
31243,54831,23689
31120,54728,23521
31032,54656,23396
30980,54614,23316
30964,54603,23282
30980,54620,23297
31025,54660,23354
31095,54718,23448
31187,54794,23573
31297,54889,23723
31421,54999,23889
31557,55122,24068
31703,55252,24256
31854,55384,24446
32005,55512,24633
32149,55633,24815
32283,55747,24988
32405,55849,25148
32513,55938,25290
32605,56013,25410
32680,56078,25508
32737,56129,25583
32775,56164,25637
32797,56182,25670
32805,56187,25680
32800,56179,25666
32780,56159,25630
32742,56126,25577
32691,56078,25509
32631,56020,25426
32559,55953,25331
32477,55881,25225
32387,55806,25110
32291,55726,24985
32188,55641,24852
32077,55550,24708
31960,55454,24554
31840,55354,24396
31717,55250,24233
31592,55142,24068
31469,55037,23901
31348,54934,23734
31230,54831,23567
31113,54727,23402
30999,54625,23240
30887,54523,23084
30779,54423,22936
30675,54326,22795
30576,54234,22660
30481,54146,22527
30389,54062,22399
30299,53982,22278
30214,53908,22164
30133,53839,22058
30054,53775,21958
29980,53714,21863
29910,53657,21772
29845,53603,21686
29786,53553,21604
29733,53507,21523
29685,53464,21440
29638,53423,21362
29594,53384,21291
29550,53343,21226
29504,53303,21161
29457,53264,21097
29411,53225,21034
29369,53186,20970
29328,53145,20910
29285,53102,20850
29240,53059,20788
29194,53017,20722
29149,52977,20655
29105,52938,20591
29061,52898,20530
29017,52863,20470
28974,52831,20411
28932,52801,20357
28893,52774,20304
28858,52747,20251
28824,52719,20201
28789,52690,20153
28751,52660,20106
28712,52630,20061
28674,52603,20022
28639,52581,19989
28612,52565,19962
28597,52558,19946
28604,52566,19952
28645,52600,19999
28733,52672,20104
28876,52792,20280
29080,52961,20535
29343,53182,20867
29660,53451,21272
30023,53762,21743
30424,54106,22269
30848,54471,22834
31282,54848,23419
31718,55229,24010
32147,55606,24594
32560,55967,25161
32953,56308,25699
33320,56623,26203
33657,56913,26669
33962,57175,27094
34237,57411,27472
34483,57620,27804
34699,57802,28092
34884,57955,28333
35039,58079,28529
35161,58175,28682
35250,58241,28794
35309,58280,28865
35339,58295,28897
35342,58288,28891
35317,58259,28850
35269,58210,28781
35203,58144,28683
35118,58062,28560
35017,57964,28415
34906,57856,28253
34783,57741,28077
34651,57622,27892
34511,57498,27703
34366,57371,27511
34216,57242,27314
34062,57111,27112
33901,56978,26907
33736,56841,26697
33572,56702,26486
33409,56562,26274
33246,56422,26062
33084,56282,25848
32927,56144,25636
32777,56014,25435
32638,55892,25249
32513,55784,25083
32407,55693,24940
32319,55622,24826
32253,55570,24743
32209,55539,24689
32190,55529,24666
32195,55537,24676
32224,55563,24716
32274,55607,24781
32343,55668,24865
32430,55740,24968
32528,55822,25086
32633,55912,25214
32742,56007,25349
32854,56101,25490
32962,56192,25633
33067,56281,25771
33169,56366,25902
33263,56445,26026
33346,56515,26138
33418,56576,26236
33480,56629,26316
33526,56670,26377
33558,56698,26420
33581,56714,26446
33594,56719,26456
33593,56712,26450
33577,56694,26428
33548,56665,26391
33512,56628,26341
33469,56583,26279
33416,56532,26203
33355,56473,26115
33288,56407,26013
33215,56337,25902
33136,56262,25782
33049,56184,25653
32956,56101,25519
32855,56013,25379
32747,55920,25235
32636,55823,25085
32522,55725,24933
32408,55626,24780
32293,55525,24626
32176,55422,24472
32057,55319,24317
31935,55221,24163
31819,55127,24011
31710,55037,23864
31606,54952,23723
31508,54872,23589
31418,54799,23462
31336,54731,23344
31258,54666,23235
31182,54605,23132
31111,54546,23033
31046,54489,22939
30985,54435,22851
30926,54382,22768
30871,54331,22687
30820,54279,22609
30769,54228,22534
30719,54179,22460
30670,54134,22388
30621,54091,22319
30574,54051,22257
30530,54012,22199
30491,53976,22144
30454,53946,22090
30420,53921,22037
30388,53896,21986
30359,53872,21937
30330,53848,21890
30300,53825,21845
30269,53802,21799
30238,53777,21752
30206,53750,21707
30169,53721,21662
30130,53687,21613
30089,53650,21561
30047,53611,21508
30004,53571,21450
29959,53530,21388
29911,53491,21324
29862,53453,21262
29813,53414,21202
29766,53376,21144
29724,53341,21089
29689,53311,21043
29665,53290,21010
29655,53279,20995
29664,53283,21004
29698,53310,21044
29766,53367,21128
29875,53462,21265
30034,53602,21464
30242,53789,21731
30497,54018,22064
30797,54285,22458
31138,54583,22901
31509,54901,23379
31894,55232,23880
32283,55569,24391
32670,55905,24905
33045,56227,25409
33401,56533,25893
33737,56819,26351
34047,57081,26779
34329,57317,27172
34585,57531,27527
34815,57722,27840
35017,57887,28112
35187,58025,28346
35327,58138,28542
35441,58230,28698
35530,58299,28816
35593,58346,28898
35630,58372,28945
35642,58377,28956
35628,58362,28934
35593,58327,28882
35539,58274,28805
35470,58206,28704
35385,58126,28581
35285,58033,28441
35174,57929,28290
35051,57816,28131
34921,57697,27963
34786,57576,27787
34649,57455,27603
34511,57337,27413
34372,57217,27220
34230,57095,27026
34088,56972,26829
33946,56849,26632
33802,56722,26436
33655,56594,26242
33506,56466,26049
33359,56340,25856
33216,56219,25668
33083,56109,25494
32968,56014,25340
32876,55937,25211
32806,55880,25111
32759,55842,25040
32735,55826,24998
32734,55830,24991
32754,55849,25012
32790,55878,25055
32843,55919,25119
32909,55974,25204
32985,56040,25306
33072,56112,25420
33166,56191,25542
33262,56274,25670
33358,56357,25798
33454,56437,25923
33549,56515,26042
33639,56589,26155
33720,56657,26261
33792,56716,26356
33853,56765,26436
33903,56803,26499
33942,56831,26549
33968,56850,26587
33982,56861,26611
33981,56862,26619
33966,56854,26610
33944,56836,26587
33917,56810,26549
33880,56776,26499
33833,56733,26437
33776,56681,26359
33709,56620,26266
33633,56552,26161
33551,56477,26048
33465,56401,25929
33377,56323,25805
33286,56243,25676
33189,56161,25540
33092,56077,25398
32993,55992,25253
32892,55903,25108
32788,55813,24963
32686,55723,24815
32583,55632,24668
32479,55542,24524
32375,55457,24384
32276,55375,24251
32181,55293,24125
32091,55210,24004
32003,55128,23884
31918,55050,23766
31836,54977,23651
31756,54907,23542
31678,54841,23438
31606,54782,23340
31540,54725,23248
31479,54670,23161
31425,54620,23081
31378,54578,23008
31331,54540,22938
31281,54502,22869
31230,54466,22800
31182,54431,22735
31137,54398,22676
31093,54364,22623
31055,54332,22574
31024,54302,22528
30995,54274,22484
30963,54246,22441
30931,54216,22397
30901,54187,22353
30871,54161,22309
30842,54136,22266
30815,54111,22224
30788,54084,22182
30759,54055,22137
30727,54024,22089
30691,53991,22036
30651,53957,21980
30607,53918,21919
30558,53877,21855
30510,53838,21793
30463,53801,21734
30413,53763,21674
30365,53725,21616
30320,53687,21559
30276,53652,21504
30232,53617,21451
30188,53584,21402
30148,53555,21351
30116,53530,21305
30095,53511,21272
30089,53504,21260
30107,53517,21274
30154,53556,21326
30238,53626,21428
30366,53736,21589
30545,53889,21815
30773,54087,22109
31041,54323,22463
31342,54589,22865
31668,54880,23303
32010,55186,23763
32361,55496,24234
32711,55801,24706
33055,56099,25168
33386,56384,25610
33699,56655,26031
33994,56910,26430
34270,57147,26802
34523,57360,27141
34750,57548,27446
34950,57711,27715
35123,57850,27945
35264,57964,28135
35374,58053,28284
35456,58117,28394
35511,58156,28468
35539,58174,28510
35542,58174,28521
35525,58155,28499
35489,58118,28448
35433,58064,28370
35361,57996,28268
35274,57915,28146
35174,57821,28009
35062,57718,27859
34941,57609,27697
34814,57494,27524
34685,57377,27345
34553,57257,27162
34415,57138,26976
34273,57022,26788
34130,56905,26600
33984,56783,26410
33834,56656,26216
33684,56527,26018
33532,56396,25819
33383,56266,25620
33240,56140,25425
33105,56022,25240
32978,55914,25070
32863,55817,24919
32762,55734,24793
32680,55668,24692
32619,55621,24618
32581,55594,24570
32568,55588,24552
32579,55600,24565
32614,55629,24607
32667,55674,24675
32735,55734,24764
32816,55806,24870
32905,55881,24987
32998,55958,25111
33094,56036,25238
33193,56114,25364
33292,56190,25489
33387,56264,25611
33475,56335,25726
33551,56400,25830
33614,56454,25922
33666,56496,25999
33709,56531,26059
33742,56562,26100
33761,56585,26124
33769,56598,26131
33765,56599,26123
33748,56584,26101
33716,56555,26065
33673,56518,26015
33620,56471,25951
33556,56415,25876
33484,56353,25789
33408,56283,25688
33330,56208,25576
33250,56133,25458
33165,56055,25335
33078,55974,25207
32990,55890,25074
32900,55805,24939
32804,55723,24802
32706,55642,24665
32606,55561,24526
32502,55478,24386
32394,55393,24247
32285,55307,24108
32173,55221,23969
32062,55134,23830
31954,55046,23695
31853,54959,23563
31756,54876,23433
31663,54798,23309
31572,54722,23187
31485,54646,23067
31402,54570,22951
31325,54498,22843
31253,54431,22740
31186,54367,22643
31123,54306,22550
31064,54249,22464
31004,54195,22383
30944,54146,22306
30888,54102,22233
30836,54061,22165
30788,54022,22101
30744,53987,22041
30705,53954,21985
30668,53923,21931
30631,53892,21877
30595,53864,21824
30562,53837,21772
30532,53811,21725
30505,53785,21682
30481,53761,21642
30455,53737,21602
30425,53715,21564
30392,53694,21525
30361,53673,21484
30330,53650,21439
30298,53625,21392
30265,53599,21345
30235,53575,21301
30206,53554,21259
30176,53531,21217
30144,53504,21172
30107,53470,21122
30064,53429,21065
30016,53385,21004
29968,53340,20942
29918,53297,20879
29868,53256,20815
29816,53213,20748
29764,53174,20680
29716,53138,20611
29674,53104,20547
29638,53076,20493
29612,53058,20456
29605,53057,20445
29624,53079,20475
29678,53134,20554
29777,53225,20689
29924,53356,20888
30119,53528,21153
30358,53739,21477
30638,53985,21849
30949,54253,22256
31280,54535,22688
31621,54826,23134
31964,55123,23583
32300,55417,24025
32624,55699,24453
32931,55966,24861
33221,56213,25244
33490,56440,25599
33736,56645,25926
33955,56828,26224
34148,56987,26490
34313,57121,26717
34446,57229,26903
34549,57310,27050
34624,57368,27161
34672,57404,27236
34695,57418,27275
34694,57413,27281
34670,57391,27255
34626,57349,27201
34562,57289,27120
34480,57212,27011
34380,57123,26877
34269,57024,26726
34147,56919,26560
34016,56808,26382
33876,56689,26191
33727,56563,25990
33569,56429,25781
33409,56291,25570
33250,56150,25357
33089,56004,25140
32927,55856,24921
32764,55706,24699
32598,55555,24472
32427,55403,24244
32254,55256,24018
32085,55115,23800
31925,54984,23595
31776,54864,23408
31644,54759,23241
31538,54671,23097
31458,54604,22982
31405,54559,22902
31380,54535,22860
31382,54532,22854
31405,54552,22880
31449,54593,22938
31515,54655,23027
31603,54737,23140
31708,54830,23275
31822,54930,23425
31939,55033,23583
32059,55138,23741
32178,55241,23895
32291,55340,24043
32396,55435,24181
32495,55522,24308
32581,55599,24421
32653,55664,24520
32714,55716,24606
32765,55756,24676
32803,55785,24730
32822,55802,24767
32826,55807,24783
32819,55800,24781
32799,55784,24763
32767,55756,24732
32724,55720,24685
32673,55677,24624
32614,55626,24552
32548,55567,24470
32474,55500,24375
32393,55429,24266
32304,55355,24148
32209,55280,24026
32110,55201,23900
32008,55119,23767
31902,55035,23629
31793,54946,23487
31683,54853,23341
31577,54759,23194
31471,54665,23047
31364,54569,22902
31256,54474,22760
31153,54383,22623
31056,54296,22494
30960,54211,22370
30868,54132,22249
30779,54057,22130
30695,53987,22017
30617,53924,21913
30544,53866,21818
30475,53810,21730
30408,53753,21646
30343,53698,21563
30282,53648,21484
30223,53600,21411
30166,53557,21346
30115,53518,21286
30071,53486,21227
30032,53456,21167
29993,53426,21105
29955,53395,21045
29919,53364,20988
29884,53330,20933
29848,53292,20880
29813,53256,20830
29780,53225,20784
29748,53196,20741
29716,53169,20701
29685,53145,20661
29655,53123,20620
29625,53102,20579
29593,53083,20539
29563,53063,20499
29533,53041,20456
29501,53016,20413
29466,52987,20369
29427,52954,20323
29386,52920,20274
29343,52888,20227
29302,52856,20183
29263,52825,20140
29229,52795,20098
29199,52767,20061
29171,52744,20030
29147,52726,20004
29131,52718,19989
29132,52722,19995
29158,52746,20029
29217,52797,20100
29316,52881,20221
29458,53004,20398
29645,53166,20634
29872,53365,20927
30135,53596,21267
30425,53851,21647
30735,54122,22055
31056,54403,22480
31379,54684,22914
31697,54959,23347
32003,55226,23768
32294,55481,24167
32568,55720,24541
32820,55936,24885
33048,56126,25195
33248,56293,25472
33422,56438,25721
33571,56561,25939
33693,56664,26120
33789,56744,26265
33860,56799,26373
33908,56832,26448
33938,56845,26491
33950,56841,26502
33939,56820,26484
33905,56784,26438
33850,56735,26366
33778,56671,26268
33688,56593,26148
33583,56502,26009
33466,56402,25853
33337,56294,25683
33196,56176,25503
33048,56052,25312
32895,55921,25112
32737,55784,24905
32575,55640,24691
32410,55490,24471
32242,55338,24245
32067,55187,24011
31886,55032,23770
31701,54873,23526
31517,54715,23284
31342,54566,23050
31181,54429,22832
31036,54307,22635
30909,54201,22465
30804,54113,22329
30728,54049,22232
30684,54011,22175
30670,54002,22157
30683,54022,22178
30724,54069,22236
30792,54137,22327
30885,54221,22446
30999,54317,22591
31129,54425,22757
31269,54540,22937
31412,54662,23124
31553,54786,23311
31688,54907,23493
31816,55024,23668
31935,55132,23832
32043,55228,23982
32137,55311,24114
32218,55382,24228
32283,55441,24324
32329,55483,24400
32359,55511,24456
32377,55528,24491
32386,55534,24506
32384,55529,24504
32374,55514,24485
32355,55488,24451
32326,55455,24405
32286,55416,24346
32237,55372,24278
32178,55325,24200
32110,55269,24113
32030,55204,24015
31939,55129,23904
31844,55049,23783
31746,54965,23654
31642,54875,23521
31537,54781,23385
31433,54689,23246
31331,54598,23104
31228,54508,22962
31125,54420,22821
31026,54335,22683
30932,54254,22552
30842,54176,22428
30753,54100,22306
30667,54025,22186
30583,53950,22072
30501,53878,21965
30424,53809,21863
30351,53742,21767
30281,53679,21674
30212,53618,21583
30144,53561,21495
30079,53510,21412
30019,53465,21337
29963,53423,21268
29913,53385,21204
29871,53347,21142
29832,53310,21083
29795,53274,21029
29762,53242,20978
29728,53212,20928
29691,53182,20878
29652,53153,20828
29616,53124,20777
29582,53095,20728
29549,53067,20683
29516,53040,20643
29484,53018,20607
29455,53001,20575
29426,52985,20545
29397,52965,20513
29369,52942,20479
29342,52919,20443
29316,52894,20404
29286,52868,20362
29255,52842,20317
29224,52816,20271
29192,52787,20224
29161,52759,20177
29131,52732,20131
29101,52706,20089
29068,52679,20052
29032,52652,20020
28999,52630,19994
28968,52609,19972
28939,52592,19953
28920,52583,19941
28917,52587,19944
28937,52609,19972
28987,52658,20039
29078,52738,20154
29217,52854,20326
29404,53013,20558
29636,53212,20851
29908,53449,21200
30215,53718,21597
30548,54009,22031
30898,54315,22491
31256,54627,22966
31617,54938,23445
31970,55241,23919
32308,55530,24380
32628,55805,24823
32929,56065,25244
33208,56302,25640
33462,56516,26002
33689,56705,26324
33886,56867,26607
34056,57005,26854
34197,57120,27064
34312,57211,27234
34403,57278,27368
34470,57325,27468
34515,57353,27533
34539,57365,27562
34545,57360,27559
34529,57339,27526
34489,57302,27466
34427,57250,27379
34345,57180,27269
34242,57092,27139
34126,56991,26992
34002,56881,26831
33873,56762,26659
33737,56639,26479
33597,56515,26297
33457,56391,26112
33318,56264,25926
33181,56136,25739
33047,56014,25553
32913,55896,25367
32778,55782,25181
32640,55668,24998
32501,55556,24817
32366,55448,24641
32236,55344,24473
32114,55245,24320
32006,55159,24183
31916,55086,24067
31844,55030,23978
31792,54992,23921
31764,54974,23895
31759,54974,23896
31775,54991,23926
31809,55024,23980
31860,55073,24058
31928,55133,24153
32010,55200,24263
32101,55274,24383
32200,55356,24510
32303,55444,24642
32407,55535,24779
32511,55626,24918
32613,55715,25054
32707,55795,25181
32792,55864,25299
32866,55923,25405
32930,55976,25498
32983,56022,25577
33023,56058,25641
33054,56083,25688
33079,56100,25720
33094,56110,25739
33094,56111,25746
33082,56101,25736
33060,56080,25707
33028,56051,25663
32981,56013,25604
32923,55965,25529
32859,55911,25442
32787,55853,25347
32708,55787,25243
32622,55715,25127
32533,55637,25002
32440,55553,24872
32342,55467,24737
32242,55381,24600
32141,55293,24460
32038,55198,24318
31934,55100,24174
31829,55002,24032
31722,54907,23893
31615,54815,23758
31509,54724,23625
31409,54638,23495
31317,54557,23369
31231,54482,23249
31148,54410,23130
31068,54339,23014
30989,54271,22904
30912,54206,22805
30836,54145,22714
30765,54088,22631
30702,54038,22553
30642,53992,22482
30584,53947,22412
30528,53902,22342
30473,53857,22270
30421,53814,22200
30371,53773,22128
30323,53733,22057
30277,53697,21989
